"load_datetime","Segment","Mode","Order_Type","Initial_Period","Institution","Interest_rate_am","Interest_rate_aa"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","28/12/2022 a 03/01/2023","BCO BRADESCO S.A.","7.9","149.15"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","28/12/2022 a 03/01/2023","NU FINANCEIRA S.A. CFI","5.34","86.69"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","28/12/2022 a 03/01/2023","BCO C6 S.A.","4.88","77.19"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","28/12/2022 a 03/01/2023","BANCO PAN","2.84","39.98"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/12/2022 a 02/01/2023","CAIXA ECONOMICA FEDERAL","11.64","274.69"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/12/2022 a 02/01/2023","BCO DO BRASIL S.A.","15.25","449.01"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/12/2022 a 02/01/2023","BCO SANTANDER (BRASIL) S.A.","13.81","372.18"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/12/2022 a 02/01/2023","BCO BRADESCO S.A.","12.48","310.12"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/12/2022 a 02/01/2023","BANCO BRADESCARD","18.44","661.92"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/12/2022 a 02/01/2023","NU FINANCEIRA S.A. CFI","13.19","342.27"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/12/2022 a 02/01/2023","BANCO INTER","13.53","358.31"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/12/2022 a 02/01/2023","BCO XP S.A.","5.2","83.69"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/12/2022 a 02/01/2023","BCO C6 S.A.","14.31","397.82"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","27/12/2022 a 02/01/2023","BANCO ORIGINAL","16.53","526.71"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/12/2022 a 02/01/2023","CAIXA ECONOMICA FEDERAL","3.14","44.99"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/12/2022 a 02/01/2023","BCO DO BRASIL S.A.","4.18","63.48"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/12/2022 a 02/01/2023","BCO SANTANDER (BRASIL) S.A.","4.98","79.14"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/12/2022 a 02/01/2023","ITAÚ UNIBANCO S.A.","4.42","67.95"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/12/2022 a 02/01/2023","BCO BRADESCO S.A.","7.86","148.06"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/12/2022 a 02/01/2023","NU FINANCEIRA S.A. CFI","5.5","90.21"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/12/2022 a 02/01/2023","BCO C6 S.A.","4.7","73.47"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","27/12/2022 a 02/01/2023","BANCO PAN","2.86","40.25"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/12/2022 a 30/12/2022","CAIXA ECONOMICA FEDERAL","11.56","271.72"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/12/2022 a 30/12/2022","BCO DO BRASIL S.A.","15.74","477.73"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/12/2022 a 30/12/2022","BCO SANTANDER (BRASIL) S.A.","13.55","359.24"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/12/2022 a 30/12/2022","BCO BRADESCO S.A.","12.98","332.36"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/12/2022 a 30/12/2022","BANCO BRADESCARD","18.62","675.87"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/12/2022 a 30/12/2022","NU FINANCEIRA S.A. CFI","13.14","340.15"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/12/2022 a 30/12/2022","BANCO INTER","13.39","351.78"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/12/2022 a 30/12/2022","BCO XP S.A.","4.3","65.79"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/12/2022 a 30/12/2022","BCO C6 S.A.","14.13","388.55"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","26/12/2022 a 30/12/2022","BANCO ORIGINAL","18.8","690.15"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/12/2022 a 30/12/2022","CAIXA ECONOMICA FEDERAL","3.13","44.81"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/12/2022 a 30/12/2022","BCO DO BRASIL S.A.","4.18","63.5"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/12/2022 a 30/12/2022","BCO SANTANDER (BRASIL) S.A.","4.98","79.26"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/12/2022 a 30/12/2022","ITAÚ UNIBANCO S.A.","4.37","67.1"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/12/2022 a 30/12/2022","BCO BRADESCO S.A.","7.47","137.28"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/12/2022 a 30/12/2022","NU FINANCEIRA S.A. CFI","5.56","91.33"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/12/2022 a 30/12/2022","BCO C6 S.A.","4.77","74.91"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","26/12/2022 a 30/12/2022","BANCO PAN","2.81","39.48"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/12/2022 a 29/12/2022","CAIXA ECONOMICA FEDERAL","11.64","274.75"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/12/2022 a 29/12/2022","BCO DO BRASIL S.A.","15.7","475.36"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/12/2022 a 29/12/2022","BCO SANTANDER (BRASIL) S.A.","13.49","356.5"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/12/2022 a 29/12/2022","BCO BRADESCO S.A.","13.09","337.82"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/12/2022 a 29/12/2022","BANCO BRADESCARD","18.67","680.18"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/12/2022 a 29/12/2022","NU FINANCEIRA S.A. CFI","13.35","350.02"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/12/2022 a 29/12/2022","BANCO INTER","13.72","367.74"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/12/2022 a 29/12/2022","BCO XP S.A.","4.3","65.79"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/12/2022 a 29/12/2022","BCO C6 S.A.","14.13","388.55"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","23/12/2022 a 29/12/2022","BANCO ORIGINAL","18.74","685.76"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/12/2022 a 29/12/2022","CAIXA ECONOMICA FEDERAL","3.09","44.07"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/12/2022 a 29/12/2022","BCO DO BRASIL S.A.","4.15","62.98"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/12/2022 a 29/12/2022","BCO SANTANDER (BRASIL) S.A.","4.95","78.62"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/12/2022 a 29/12/2022","ITAÚ UNIBANCO S.A.","4.16","63.06"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/12/2022 a 29/12/2022","BCO BRADESCO S.A.","7.19","130.0"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/12/2022 a 29/12/2022","NU FINANCEIRA S.A. CFI","5.54","90.91"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/12/2022 a 29/12/2022","BCO C6 S.A.","4.82","75.85"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","23/12/2022 a 29/12/2022","BANCO PAN","2.82","39.53"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/12/2022 a 28/12/2022","CAIXA ECONOMICA FEDERAL","11.19","257.28"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/12/2022 a 28/12/2022","BCO DO BRASIL S.A.","15.71","475.88"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/12/2022 a 28/12/2022","BCO SANTANDER (BRASIL) S.A.","13.65","364.21"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/12/2022 a 28/12/2022","BCO BRADESCO S.A.","13.06","336.24"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/12/2022 a 28/12/2022","BANCO BRADESCARD","18.67","680.31"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/12/2022 a 28/12/2022","NU FINANCEIRA S.A. CFI","13.33","349.08"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/12/2022 a 28/12/2022","BANCO INTER","13.5","356.91"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/12/2022 a 28/12/2022","BCO XP S.A.","4.3","65.79"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/12/2022 a 28/12/2022","BCO C6 S.A.","14.13","388.55"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","22/12/2022 a 28/12/2022","BANCO ORIGINAL","18.73","684.38"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/12/2022 a 28/12/2022","CAIXA ECONOMICA FEDERAL","2.43","33.42"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/12/2022 a 28/12/2022","BCO DO BRASIL S.A.","4.15","62.81"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/12/2022 a 28/12/2022","BCO SANTANDER (BRASIL) S.A.","5.02","79.93"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/12/2022 a 28/12/2022","ITAÚ UNIBANCO S.A.","4.15","62.97"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/12/2022 a 28/12/2022","BCO BRADESCO S.A.","6.93","123.41"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/12/2022 a 28/12/2022","NU FINANCEIRA S.A. CFI","5.51","90.37"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/12/2022 a 28/12/2022","BCO C6 S.A.","4.56","70.78"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","22/12/2022 a 28/12/2022","BANCO PAN","2.83","39.85"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/12/2022 a 27/12/2022","CAIXA ECONOMICA FEDERAL","11.41","265.6"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/12/2022 a 27/12/2022","BCO DO BRASIL S.A.","14.94","431.88"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/12/2022 a 27/12/2022","BCO SANTANDER (BRASIL) S.A.","13.94","378.98"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/12/2022 a 27/12/2022","BCO BRADESCO S.A.","12.65","317.43"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/12/2022 a 27/12/2022","BANCO BRADESCARD","18.7","682.75"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/12/2022 a 27/12/2022","NU FINANCEIRA S.A. CFI","13.22","343.71"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/12/2022 a 27/12/2022","BANCO INTER","13.5","356.93"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/12/2022 a 27/12/2022","BCO XP S.A.","4.3","65.79"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/12/2022 a 27/12/2022","BCO C6 S.A.","14.13","388.55"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","21/12/2022 a 27/12/2022","BANCO ORIGINAL","18.73","685.06"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/12/2022 a 27/12/2022","CAIXA ECONOMICA FEDERAL","2.47","33.94"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/12/2022 a 27/12/2022","BCO DO BRASIL S.A.","4.15","62.82"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/12/2022 a 27/12/2022","BCO SANTANDER (BRASIL) S.A.","5.07","80.99"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/12/2022 a 27/12/2022","ITAÚ UNIBANCO S.A.","4.13","62.59"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/12/2022 a 27/12/2022","BCO BRADESCO S.A.","6.76","119.11"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/12/2022 a 27/12/2022","NU FINANCEIRA S.A. CFI","5.48","89.72"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/12/2022 a 27/12/2022","BCO C6 S.A.","4.54","70.32"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","21/12/2022 a 27/12/2022","BANCO PAN","2.85","40.11"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","20/12/2022 a 26/12/2022","CAIXA ECONOMICA FEDERAL","11.47","268.15"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","20/12/2022 a 26/12/2022","BCO DO BRASIL S.A.","15.34","454.04"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","20/12/2022 a 26/12/2022","BCO SANTANDER (BRASIL) S.A.","13.84","373.76"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","20/12/2022 a 26/12/2022","BCO BRADESCO S.A.","13.76","369.89"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","20/12/2022 a 26/12/2022","BANCO BRADESCARD","18.88","696.61"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","20/12/2022 a 26/12/2022","NU FINANCEIRA S.A. CFI","13.19","342.11"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","20/12/2022 a 26/12/2022","BANCO INTER","13.21","343.16"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","20/12/2022 a 26/12/2022","BCO XP S.A.","4.29","65.52"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","20/12/2022 a 26/12/2022","BCO C6 S.A.","14.1","386.73"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","20/12/2022 a 26/12/2022","BANCO ORIGINAL","18.86","695.47"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","20/12/2022 a 26/12/2022","CAIXA ECONOMICA FEDERAL","2.47","33.95"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","20/12/2022 a 26/12/2022","BCO DO BRASIL S.A.","4.12","62.37"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","20/12/2022 a 26/12/2022","BCO SANTANDER (BRASIL) S.A.","5.26","84.99"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","20/12/2022 a 26/12/2022","ITAÚ UNIBANCO S.A.","4.19","63.66"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","20/12/2022 a 26/12/2022","BCO BRADESCO S.A.","6.69","117.46"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","20/12/2022 a 26/12/2022","NU FINANCEIRA S.A. CFI","5.42","88.31"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","20/12/2022 a 26/12/2022","BCO C6 S.A.","4.7","73.57"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","20/12/2022 a 26/12/2022","BANCO PAN","2.88","40.53"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","19/12/2022 a 23/12/2022","CAIXA ECONOMICA FEDERAL","11.02","250.52"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","19/12/2022 a 23/12/2022","BCO DO BRASIL S.A.","15.18","445.21"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","19/12/2022 a 23/12/2022","BCO SANTANDER (BRASIL) S.A.","13.8","371.81"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","19/12/2022 a 23/12/2022","BCO BRADESCO S.A.","13.84","373.87"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","19/12/2022 a 23/12/2022","BANCO BRADESCARD","18.61","675.62"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","19/12/2022 a 23/12/2022","NU FINANCEIRA S.A. CFI","13.01","334.13"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","19/12/2022 a 23/12/2022","BANCO INTER","13.94","378.85"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","19/12/2022 a 23/12/2022","BCO XP S.A.","4.27","65.22"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","19/12/2022 a 23/12/2022","BCO C6 S.A.","14.05","384.47"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","19/12/2022 a 23/12/2022","BANCO ORIGINAL","18.44","661.78"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","19/12/2022 a 23/12/2022","CAIXA ECONOMICA FEDERAL","2.48","34.22"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","19/12/2022 a 23/12/2022","BCO DO BRASIL S.A.","4.13","62.56"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","19/12/2022 a 23/12/2022","BCO SANTANDER (BRASIL) S.A.","5.52","90.45"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","19/12/2022 a 23/12/2022","ITAÚ UNIBANCO S.A.","4.21","63.99"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","19/12/2022 a 23/12/2022","BCO BRADESCO S.A.","6.6","115.41"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","19/12/2022 a 23/12/2022","NU FINANCEIRA S.A. CFI","5.31","86.08"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","19/12/2022 a 23/12/2022","BCO C6 S.A.","4.36","66.82"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","19/12/2022 a 23/12/2022","BANCO PAN","2.87","40.49"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/12/2022 a 22/12/2022","CAIXA ECONOMICA FEDERAL","11.24","259.03"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/12/2022 a 22/12/2022","BCO DO BRASIL S.A.","15.36","455.31"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/12/2022 a 22/12/2022","BCO SANTANDER (BRASIL) S.A.","13.79","371.48"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/12/2022 a 22/12/2022","BCO BRADESCO S.A.","13.78","370.85"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/12/2022 a 22/12/2022","BANCO BRADESCARD","18.61","675.52"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/12/2022 a 22/12/2022","NU FINANCEIRA S.A. CFI","13.02","334.45"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/12/2022 a 22/12/2022","BANCO INTER","13.39","351.77"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/12/2022 a 22/12/2022","BCO XP S.A.","4.27","65.22"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/12/2022 a 22/12/2022","BCO C6 S.A.","14.05","384.47"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","16/12/2022 a 22/12/2022","BANCO ORIGINAL","18.34","653.98"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/12/2022 a 22/12/2022","CAIXA ECONOMICA FEDERAL","2.5","34.5"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/12/2022 a 22/12/2022","BCO DO BRASIL S.A.","4.15","62.8"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/12/2022 a 22/12/2022","BCO SANTANDER (BRASIL) S.A.","5.66","93.62"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/12/2022 a 22/12/2022","ITAÚ UNIBANCO S.A.","4.33","66.34"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/12/2022 a 22/12/2022","BCO BRADESCO S.A.","6.59","115.02"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/12/2022 a 22/12/2022","NU FINANCEIRA S.A. CFI","5.29","85.59"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/12/2022 a 22/12/2022","BCO C6 S.A.","4.85","76.58"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","16/12/2022 a 22/12/2022","BANCO PAN","2.86","40.24"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","15/12/2022 a 21/12/2022","CAIXA ECONOMICA FEDERAL","11.34","262.88"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","15/12/2022 a 21/12/2022","BCO DO BRASIL S.A.","15.31","452.75"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","15/12/2022 a 21/12/2022","BCO SANTANDER (BRASIL) S.A.","13.75","369.08"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","15/12/2022 a 21/12/2022","BCO BRADESCO S.A.","13.67","365.44"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","15/12/2022 a 21/12/2022","BANCO BRADESCARD","18.82","691.53"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","15/12/2022 a 21/12/2022","NU FINANCEIRA S.A. CFI","12.97","331.94"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","15/12/2022 a 21/12/2022","BANCO INTER","13.64","363.64"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","15/12/2022 a 21/12/2022","BCO XP S.A.","4.26","64.99"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","15/12/2022 a 21/12/2022","BCO C6 S.A.","14.11","387.4"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","15/12/2022 a 21/12/2022","BANCO ORIGINAL","18.75","685.99"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","15/12/2022 a 21/12/2022","CAIXA ECONOMICA FEDERAL","2.48","34.21"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","15/12/2022 a 21/12/2022","BCO DO BRASIL S.A.","4.16","62.99"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","15/12/2022 a 21/12/2022","BCO SANTANDER (BRASIL) S.A.","5.73","95.11"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","15/12/2022 a 21/12/2022","ITAÚ UNIBANCO S.A.","4.36","66.84"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","15/12/2022 a 21/12/2022","BCO BRADESCO S.A.","6.65","116.49"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","15/12/2022 a 21/12/2022","NU FINANCEIRA S.A. CFI","5.29","85.61"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","15/12/2022 a 21/12/2022","BCO C6 S.A.","4.76","74.73"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","15/12/2022 a 21/12/2022","BANCO PAN","2.83","39.77"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/12/2022 a 20/12/2022","CAIXA ECONOMICA FEDERAL","11.25","259.38"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/12/2022 a 20/12/2022","BCO DO BRASIL S.A.","15.31","452.49"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","14/12/2022 a 20/12/2022","BCO SANTANDER (BRASIL) S.A.","13.58","361.03"
